review_id,product_category,rating,sentiment_label,review_text,date
987,sạc dự phòng,4,positive,"shop giao nhanh, sạc nhanh, pin đúng dung lượng",2025-05-06
988,nồi chiên,3,neutral,"săn sale nên thấy đúng mô tả, mức trung bình, hơi tiếc",2025-11-28
989,chuột,5,positive,"đóng gói cẩn thận, di chuột mượt, click nhạy, rất đáng tiền, đáng tiền",2025-12-04
990,sạc dự phòng,4,positive,"sạc nhanh, pin đúng dung lượng",2025-06-10
991,sạc dự phòng,4,positive,"thiết kế đẹp, cầm chắc tay, hơi tiếc",2026-03-06
992,giày thể thao,3,neutral,chất lượng bình thường,2025-09-25
993,giày thể thao,3,neutral,"shop giao nhanh, đi ổn, đúng giá tiền",2025-03-04
994,nồi chiên,3,neutral,"shop giao nhanh, đúng mô tả, mức trung bình, hơi tiếc",2025-04-22
995,bàn phím,4,positive,"săn sale nên thấy switch phản hồi tốt, rất thích, đáng tiền",2026-03-18
996,sạc dự phòng,5,positive,"thiết kế đẹp, cầm chắc tay, hơi tiếc",2025-09-01
997,giày thể thao,5,positive,"săn sale nên thấy đế bám tốt, chạy thích, đáng tiền",2026-02-25
998,tai nghe,4,positive,"shop giao nhanh, mic thu âm rõ, gọi điện tốt, đáng tiền",2025-10-10
999,áo thun,5,positive,"shop giao nhanh, màu đẹp như hình, hơi tiếc",2025-07-18
1000,chuột,3,neutral,"chưa dùng lâu nên chưa đánh giá thêm, sẽ ủng hộ tiếp",2025-06-02
1001,bàn phím,3,neutral,"đóng gói cẩn thận, dùng văn phòng khá ổn, hơi tiếc",2026-02-09
1002,chuột,4,positive,"săn sale nên thấy kết nối ổn định, không bị lag, đáng tiền",2026-01-03
1003,áo thun,3,neutral,"đóng gói cẩn thận, không quá xuất sắc nhưng chấp nhận được",2025-02-03
1004,tai nghe,5,positive,"mic thu âm rõ, gọi điện tốt",2025-11-25
1005,giày thể thao,5,positive,"săn sale nên thấy đi êm chân, form đẹp, sẽ ủng hộ tiếp",2025-11-18
1006,tai nghe,4,positive,"shop giao nhanh, âm thanh rõ, bass tốt",2026-01-01
1007,nồi chiên,3,neutral,"săn sale nên thấy nấu được nhưng không quá nhanh, hơi tiếc",2026-03-24
1008,giày thể thao,4,positive,"shop giao nhanh, đế bám tốt, chạy thích",2025-08-01
1009,tai nghe,5,positive,"âm thanh rõ, bass tốt",2025-11-28
1010,sạc dự phòng,2,negative,"đóng gói cẩn thận, sạc vào rất chậm, sẽ ủng hộ tiếp",2025-01-26
1011,áo thun,1,negative,"đóng gói cẩn thận, size bị lệch, mặc không vừa, sẽ ủng hộ tiếp",2025-10-18
1012,chuột,5,positive,"kết nối ổn định, không bị lag, sẽ ủng hộ tiếp",2026-01-01
1013,bàn phím,5,positive,"săn sale nên thấy keycap chắc chắn, build ngon, hơi tiếc",2025-03-08
1014,áo thun,3,neutral,"shop giao nhanh, không quá xuất sắc nhưng chấp nhận được, hơi tiếc",2025-04-03
1015,áo thun,3,neutral,"shop giao nhanh, đúng mô tả, chất vải bình thường",2025-08-19
1016,bàn phím,5,positive,"săn sale nên thấy gõ êm tay, led đẹp, sẽ ủng hộ tiếp",2026-03-23
1017,tai nghe,3,neutral,"săn sale nên thấy chưa test lâu nên chưa rõ độ bền, hơi tiếc",2026-01-12
1018,sạc dự phòng,4,positive,"đóng gói cẩn thận, sạc nhanh, pin đúng dung lượng, sẽ ủng hộ tiếp",2025-08-30
1019,tai nghe,3,neutral,nghe ổn trong tầm giá,2025-07-15
1020,tai nghe,3,neutral,chưa test lâu nên chưa rõ độ bền,2025-04-02
1021,tai nghe,5,positive,"shop giao nhanh, đeo êm tai lâu không đau",2025-06-12
1022,giày thể thao,2,negative,"đóng gói cẩn thận, keo dán chưa chắc",2025-03-07
1023,áo thun,3,neutral,"đóng gói cẩn thận, đúng mô tả, chất vải bình thường, đáng tiền",2025-11-10
1024,nồi chiên,3,neutral,"shop giao nhanh, nấu được nhưng không quá nhanh, đáng tiền",2026-01-13
1025,áo thun,3,neutral,"shop giao nhanh, mặc tạm ổn, sẽ ủng hộ tiếp",2025-01-28
1026,bàn phím,5,positive,"săn sale nên thấy gõ êm tay, led đẹp, hơi tiếc",2025-03-01
1027,áo thun,5,positive,"săn sale nên thấy mặc thoải mái, đường may chắc",2026-03-10
1028,giày thể thao,3,neutral,"shop giao nhanh, đi ổn, đúng giá tiền, đáng tiền",2025-04-03
1029,nồi chiên,5,positive,"dung tích lớn, rất tiện",2026-01-28
1030,sạc dự phòng,4,positive,"thiết kế đẹp, cầm chắc tay, đáng tiền",2025-01-14
1031,tai nghe,2,negative,pin tụt nhanh,2026-03-05
1032,tai nghe,4,positive,"săn sale nên thấy mic thu âm rõ, gọi điện tốt, hơi tiếc",2025-11-18
1033,tai nghe,2,negative,"âm bị rè khi mở lớn, hơi tiếc",2025-06-16
1034,giày thể thao,3,neutral,"đóng gói cẩn thận, đi ổn, đúng giá tiền, đáng tiền",2026-02-13
1035,chuột,1,negative,"đóng gói cẩn thận, kết nối chập chờn, dùng bực mình, sẽ ủng hộ tiếp",2025-05-03
1036,nồi chiên,3,neutral,"shop giao nhanh, dùng ổn, cần test thêm, hơi tiếc",2026-02-04
1037,áo thun,4,positive,"săn sale nên thấy mặc thoải mái, đường may chắc, hơi tiếc",2026-01-12
1038,nồi chiên,3,neutral,"đúng mô tả, mức trung bình, đáng tiền",2025-09-20
1039,bàn phím,5,positive,"switch phản hồi tốt, rất thích",2025-08-05
1040,chuột,3,neutral,săn sale nên thấy chưa dùng lâu nên chưa đánh giá thêm,2025-01-21
1041,sạc dự phòng,5,positive,"shop giao nhanh, dùng ổn định, rất hài lòng, hơi tiếc",2025-09-27
1042,giày thể thao,2,negative,săn sale nên thấy đi hơi cứng chân,2026-02-15
1043,áo thun,4,positive,"vải mềm, form đẹp, hơi tiếc",2025-06-01
1044,sạc dự phòng,4,positive,"dùng ổn định, rất hài lòng",2025-08-06
1045,áo thun,5,positive,"mặc thoải mái, đường may chắc",2026-01-29
1046,sạc dự phòng,5,positive,"săn sale nên thấy sạc nhanh, pin đúng dung lượng",2025-02-12
1047,áo thun,3,neutral,"săn sale nên thấy không quá xuất sắc nhưng chấp nhận được, hơi tiếc",2025-11-16
1048,nồi chiên,4,positive,"nướng nhanh, chín đều",2025-05-13
1049,nồi chiên,1,negative,săn sale nên thấy quạt hơi ồn,2025-01-07
1050,bàn phím,2,negative,"gõ hơi cứng và ồn, hơi tiếc",2025-06-05
1051,sạc dự phòng,3,neutral,"sạc ở mức bình thường, sẽ ủng hộ tiếp",2025-03-11
1052,chuột,4,positive,"shop giao nhanh, di chuột mượt, click nhạy, rất đáng tiền, hơi tiếc",2025-11-29
1053,bàn phím,1,negative,"đóng gói cẩn thận, một vài phím bị liệt, hơi tiếc",2025-03-17
1054,áo thun,4,positive,"săn sale nên thấy vải mềm, form đẹp, hơi tiếc",2025-08-30
1055,chuột,3,neutral,"chưa dùng lâu nên chưa đánh giá thêm, hơi tiếc",2025-01-27
1056,tai nghe,5,positive,đeo êm tai lâu không đau,2026-01-10
1057,sạc dự phòng,3,neutral,săn sale nên thấy sạc ở mức bình thường,2025-10-30
1058,giày thể thao,1,negative,size không chuẩn,2025-01-10
1059,áo thun,2,negative,"săn sale nên thấy chỉ thừa nhiều, hơi thất vọng, hơi tiếc",2025-03-01
1060,áo thun,2,negative,"săn sale nên thấy chỉ thừa nhiều, hơi thất vọng",2025-03-24
1061,tai nghe,2,negative,"shop giao nhanh, pin tụt nhanh",2025-04-23
1062,sạc dự phòng,3,neutral,"đóng gói cẩn thận, dùng được, chưa thấy vấn đề, hơi tiếc",2025-08-02
1063,nồi chiên,3,neutral,"dùng ổn, cần test thêm, sẽ ủng hộ tiếp",2025-05-25
1064,giày thể thao,1,negative,"shop giao nhanh, keo dán chưa chắc, sẽ ủng hộ tiếp",2025-11-07
1065,áo thun,5,positive,"shop giao nhanh, mặc thoải mái, đường may chắc, sẽ ủng hộ tiếp",2025-10-13
1066,chuột,3,neutral,"shop giao nhanh, chưa dùng lâu nên chưa đánh giá thêm, sẽ ủng hộ tiếp",2026-02-28
1067,nồi chiên,3,neutral,săn sale nên thấy nấu được nhưng không quá nhanh,2025-11-13
1068,bàn phím,4,positive,"đóng gói cẩn thận, switch phản hồi tốt, rất thích, đáng tiền",2026-01-29
1069,chuột,3,neutral,"đúng mô tả, hiệu năng bình thường",2025-12-09
1070,chuột,2,negative,"double click sau vài ngày, khá khó chịu",2025-11-09
1071,nồi chiên,3,neutral,"đúng mô tả, mức trung bình, sẽ ủng hộ tiếp",2025-11-19
1072,chuột,3,neutral,"đóng gói cẩn thận, đúng mô tả, hiệu năng bình thường, hơi tiếc",2026-01-26
1073,sạc dự phòng,4,positive,"đóng gói cẩn thận, dùng ổn định, rất hài lòng, đáng tiền",2026-02-24
1074,bàn phím,4,positive,"switch phản hồi tốt, rất thích, sẽ ủng hộ tiếp",2026-03-04
1075,nồi chiên,5,positive,"đóng gói cẩn thận, nướng nhanh, chín đều, đáng tiền",2026-01-02
1076,nồi chiên,4,positive,"săn sale nên thấy dung tích lớn, rất tiện, sẽ ủng hộ tiếp",2025-03-12
1077,nồi chiên,5,positive,"đóng gói cẩn thận, dung tích lớn, rất tiện",2025-08-15
1078,bàn phím,3,neutral,"đóng gói cẩn thận, đúng mô tả nhưng giao hơi lâu, hơi tiếc",2026-01-31
1079,bàn phím,5,positive,"shop giao nhanh, keycap chắc chắn, build ngon",2025-01-30
1080,giày thể thao,3,neutral,"mẫu đẹp nhưng chưa thử chạy lâu, đáng tiền",2026-01-05
1081,giày thể thao,5,positive,"đế bám tốt, chạy thích",2025-03-17
1082,giày thể thao,4,positive,"đóng gói cẩn thận, nhẹ chân, đúng size, hơi tiếc",2026-02-02
1083,bàn phím,3,neutral,"đóng gói cẩn thận, dùng văn phòng khá ổn, hơi tiếc",2026-01-07
1084,giày thể thao,2,negative,keo dán chưa chắc,2025-10-10
1085,tai nghe,1,negative,âm bị rè khi mở lớn,2025-05-13
1086,bàn phím,3,neutral,dùng văn phòng khá ổn,2026-03-07
1087,tai nghe,5,positive,"âm thanh rõ, bass tốt, hơi tiếc",2025-06-02
1088,sạc dự phòng,2,negative,sạc vào rất chậm,2026-01-01
1089,giày thể thao,2,negative,"đóng gói cẩn thận, đi hơi cứng chân",2025-12-11
1090,bàn phím,1,negative,led không đều màu,2025-04-09
1091,nồi chiên,3,neutral,"săn sale nên thấy dùng ổn, cần test thêm, hơi tiếc",2025-02-11
1092,chuột,4,positive,"săn sale nên thấy pin trâu, dùng mượt cả ngày",2025-07-09
1093,giày thể thao,2,negative,"săn sale nên thấy size không chuẩn, hơi tiếc",2025-08-14
1094,giày thể thao,3,neutral,"shop giao nhanh, đi ổn, đúng giá tiền",2025-03-07
1095,áo thun,1,negative,"shop giao nhanh, chỉ thừa nhiều, hơi thất vọng, hơi tiếc",2025-08-31
1096,chuột,1,negative,"kết nối chập chờn, dùng bực mình",2025-07-09
1097,sạc dự phòng,4,positive,"đóng gói cẩn thận, thiết kế đẹp, cầm chắc tay, đáng tiền",2025-06-05
1098,tai nghe,4,positive,"săn sale nên thấy mic thu âm rõ, gọi điện tốt",2026-04-03
1099,tai nghe,3,neutral,săn sale nên thấy chưa test lâu nên chưa rõ độ bền,2025-03-04
1100,sạc dự phòng,4,positive,"thiết kế đẹp, cầm chắc tay, đáng tiền",2025-10-17
1101,áo thun,3,neutral,"không quá xuất sắc nhưng chấp nhận được, sẽ ủng hộ tiếp",2026-01-26
1102,bàn phím,2,negative,"săn sale nên thấy gõ hơi cứng và ồn, sẽ ủng hộ tiếp",2026-03-20
1103,giày thể thao,5,positive,"săn sale nên thấy đi êm chân, form đẹp, đáng tiền",2025-10-04
1104,chuột,3,neutral,"đúng mô tả, hiệu năng bình thường, sẽ ủng hộ tiếp",2025-12-29
1105,chuột,1,negative,"shop giao nhanh, double click sau vài ngày, khá khó chịu",2025-10-05
1106,sạc dự phòng,3,neutral,đúng mô tả nhưng chưa nổi bật,2025-12-04
1107,sạc dự phòng,4,positive,"shop giao nhanh, sạc nhanh, pin đúng dung lượng",2025-08-16
1108,chuột,3,neutral,"đúng mô tả, hiệu năng bình thường, hơi tiếc",2026-03-18
1109,chuột,4,positive,"di chuột mượt, click nhạy, rất đáng tiền, đáng tiền",2025-07-15
1110,tai nghe,4,positive,"shop giao nhanh, đeo êm tai lâu không đau, sẽ ủng hộ tiếp",2025-05-11
1111,nồi chiên,5,positive,"shop giao nhanh, dung tích lớn, rất tiện",2025-11-11
1112,tai nghe,4,positive,"đeo êm tai lâu không đau, đáng tiền",2025-03-14
1113,áo thun,3,neutral,"mặc tạm ổn, sẽ ủng hộ tiếp",2025-05-03
1114,nồi chiên,2,negative,"nhiệt không đều như mong đợi, hơi tiếc",2025-02-28
1115,tai nghe,5,positive,"săn sale nên thấy âm thanh rõ, bass tốt",2025-07-28
1116,giày thể thao,4,positive,"nhẹ chân, đúng size",2025-05-07
1117,nồi chiên,2,negative,"săn sale nên thấy nhiệt không đều như mong đợi, hơi tiếc",2025-02-12
1118,nồi chiên,1,negative,"vỏ có vết xước, sẽ ủng hộ tiếp",2026-02-05
1119,bàn phím,2,negative,"một vài phím bị liệt, hơi tiếc",2026-03-01
1120,sạc dự phòng,4,positive,"săn sale nên thấy sạc nhanh, pin đúng dung lượng, đáng tiền",2025-11-03
1121,tai nghe,3,neutral,"shop giao nhanh, chưa test lâu nên chưa rõ độ bền",2026-03-07
1122,sạc dự phòng,4,positive,"thiết kế đẹp, cầm chắc tay, hơi tiếc",2025-12-24
1123,chuột,3,neutral,dùng tạm ổn trong tầm giá,2026-02-15
1124,tai nghe,3,neutral,"săn sale nên thấy chưa test lâu nên chưa rõ độ bền, đáng tiền",2025-05-06
1125,giày thể thao,3,neutral,"mẫu đẹp nhưng chưa thử chạy lâu, đáng tiền",2025-01-09
1126,giày thể thao,4,positive,"đi êm chân, form đẹp, sẽ ủng hộ tiếp",2025-07-31
1127,sạc dự phòng,3,neutral,đúng mô tả nhưng chưa nổi bật,2025-10-03
1128,chuột,3,neutral,săn sale nên thấy chưa dùng lâu nên chưa đánh giá thêm,2025-07-03
1129,áo thun,4,positive,"đóng gói cẩn thận, mặc thoải mái, đường may chắc, sẽ ủng hộ tiếp",2025-08-16
1130,chuột,4,positive,"shop giao nhanh, cầm vừa tay, phản hồi tốt",2026-02-22
1131,sạc dự phòng,1,negative,"đóng gói cẩn thận, dung lượng không như quảng cáo",2025-05-24
1132,áo thun,3,neutral,săn sale nên thấy mặc tạm ổn,2026-03-22
1133,tai nghe,1,negative,"shop giao nhanh, đeo hơi đau tai",2025-12-11
1134,giày thể thao,1,negative,"shop giao nhanh, size không chuẩn",2025-03-07
1135,tai nghe,3,neutral,âm thanh ở mức chấp nhận được,2025-11-11
1136,tai nghe,1,negative,"pin tụt nhanh, đáng tiền",2025-08-10
1137,nồi chiên,3,neutral,"đúng mô tả, mức trung bình, hơi tiếc",2025-09-11
1138,tai nghe,1,negative,"đóng gói cẩn thận, âm bị rè khi mở lớn, hơi tiếc",2025-09-30
1139,áo thun,5,positive,"mặc thoải mái, đường may chắc",2026-02-18
1140,chuột,3,neutral,"shop giao nhanh, dùng tạm ổn trong tầm giá, sẽ ủng hộ tiếp",2025-03-26
1141,tai nghe,4,positive,săn sale nên thấy đeo êm tai lâu không đau,2025-10-31
1142,nồi chiên,2,negative,"quạt hơi ồn, hơi tiếc",2025-05-03
1143,tai nghe,3,neutral,âm thanh ở mức chấp nhận được,2025-08-13
1144,nồi chiên,5,positive,"nướng nhanh, chín đều",2025-07-13
1145,tai nghe,3,neutral,săn sale nên thấy âm thanh ở mức chấp nhận được,2025-06-04
1146,sạc dự phòng,1,negative,máy hơi nóng khi sạc,2025-01-27
1147,tai nghe,3,neutral,"săn sale nên thấy chưa test lâu nên chưa rõ độ bền, sẽ ủng hộ tiếp",2026-03-19
1148,sạc dự phòng,3,neutral,"săn sale nên thấy sạc ở mức bình thường, hơi tiếc",2026-03-27
1149,sạc dự phòng,1,negative,"dung lượng không như quảng cáo, đáng tiền",2025-10-28
1150,bàn phím,4,positive,"shop giao nhanh, keycap chắc chắn, build ngon",2025-03-06
1151,giày thể thao,2,negative,"đi hơi cứng chân, hơi tiếc",2025-04-06
1152,bàn phím,4,positive,"đóng gói cẩn thận, gõ êm tay, led đẹp",2025-08-12
1153,sạc dự phòng,3,neutral,"đúng mô tả nhưng chưa nổi bật, sẽ ủng hộ tiếp",2025-03-17
1154,áo thun,5,positive,"mặc thoải mái, đường may chắc",2025-10-28
1155,giày thể thao,1,negative,size không chuẩn,2025-08-05
1156,tai nghe,4,positive,"đóng gói cẩn thận, âm thanh rõ, bass tốt, sẽ ủng hộ tiếp",2025-12-08
1157,áo thun,2,negative,"chỉ thừa nhiều, hơi thất vọng, đáng tiền",2025-11-12
1158,tai nghe,4,positive,"đeo êm tai lâu không đau, hơi tiếc",2025-04-23
1159,chuột,2,negative,"shop giao nhanh, pin yếu hơn mô tả, hơi tiếc",2026-01-12
1160,nồi chiên,3,neutral,"săn sale nên thấy dùng ổn, cần test thêm, sẽ ủng hộ tiếp",2026-02-27
1161,chuột,4,positive,"di chuột mượt, click nhạy, rất đáng tiền",2025-03-14
1162,tai nghe,5,positive,"shop giao nhanh, âm thanh rõ, bass tốt, sẽ ủng hộ tiếp",2025-05-26
1163,bàn phím,5,positive,"switch phản hồi tốt, rất thích, sẽ ủng hộ tiếp",2025-04-02
1164,bàn phím,5,positive,"shop giao nhanh, gõ êm tay, led đẹp, hơi tiếc",2025-12-02
1165,nồi chiên,3,neutral,"săn sale nên thấy nấu được nhưng không quá nhanh, sẽ ủng hộ tiếp",2025-07-09
1166,nồi chiên,4,positive,"dung tích lớn, rất tiện",2025-03-15
1167,bàn phím,3,neutral,"đóng gói cẩn thận, dùng văn phòng khá ổn, đáng tiền",2025-11-03
1168,áo thun,3,neutral,"không quá xuất sắc nhưng chấp nhận được, sẽ ủng hộ tiếp",2026-03-14
1169,sạc dự phòng,4,positive,"sạc nhanh, pin đúng dung lượng, đáng tiền",2026-03-23
1170,bàn phím,3,neutral,"dùng văn phòng khá ổn, hơi tiếc",2026-02-09
1171,giày thể thao,2,negative,"size không chuẩn, đáng tiền",2025-09-13
1172,sạc dự phòng,5,positive,"săn sale nên thấy dùng ổn định, rất hài lòng, hơi tiếc",2025-08-31
1173,tai nghe,1,negative,"shop giao nhanh, âm bị rè khi mở lớn, hơi tiếc",2026-03-18
1174,bàn phím,5,positive,"switch phản hồi tốt, rất thích, sẽ ủng hộ tiếp",2026-03-08
1175,tai nghe,4,positive,"đóng gói cẩn thận, âm thanh rõ, bass tốt, hơi tiếc",2025-09-23
1176,tai nghe,4,positive,"mic thu âm rõ, gọi điện tốt, đáng tiền",2025-08-07
1177,áo thun,5,positive,"đóng gói cẩn thận, mặc thoải mái, đường may chắc, đáng tiền",2025-07-15
1178,chuột,4,positive,"đóng gói cẩn thận, di chuột mượt, click nhạy, rất đáng tiền",2025-05-31
1179,nồi chiên,2,negative,quạt hơi ồn,2025-02-06
1180,tai nghe,4,positive,"đóng gói cẩn thận, âm thanh rõ, bass tốt, đáng tiền",2025-06-04
1181,giày thể thao,3,neutral,"chất lượng bình thường, sẽ ủng hộ tiếp",2026-03-14
1182,nồi chiên,1,negative,"đóng gói cẩn thận, vỏ có vết xước, đáng tiền",2026-02-05
1183,áo thun,3,neutral,"không quá xuất sắc nhưng chấp nhận được, sẽ ủng hộ tiếp",2026-03-20
1184,áo thun,4,positive,"vải mềm, form đẹp",2026-02-07
1185,sạc dự phòng,3,neutral,"đóng gói cẩn thận, dùng được, chưa thấy vấn đề, sẽ ủng hộ tiếp",2025-08-08
1186,nồi chiên,3,neutral,săn sale nên thấy nấu được nhưng không quá nhanh,2025-01-16
1187,tai nghe,4,positive,"mic thu âm rõ, gọi điện tốt, hơi tiếc",2026-02-19
1188,giày thể thao,3,neutral,"săn sale nên thấy mẫu đẹp nhưng chưa thử chạy lâu, hơi tiếc",2026-01-26
1189,nồi chiên,2,negative,nhiệt không đều như mong đợi,2026-02-07
1190,chuột,3,neutral,"đúng mô tả, hiệu năng bình thường",2025-10-21
1191,nồi chiên,5,positive,"máy chạy êm, dễ vệ sinh",2025-07-17
1192,bàn phím,5,positive,"đóng gói cẩn thận, keycap chắc chắn, build ngon",2025-03-29
1193,chuột,1,negative,"kết nối chập chờn, dùng bực mình, sẽ ủng hộ tiếp",2025-04-12
1194,chuột,3,neutral,"shop giao nhanh, dùng tạm ổn trong tầm giá, đáng tiền",2025-12-04
1195,sạc dự phòng,4,positive,"dùng ổn định, rất hài lòng, sẽ ủng hộ tiếp",2025-06-17
1196,nồi chiên,3,neutral,"shop giao nhanh, dùng ổn, cần test thêm",2025-08-03
1197,áo thun,1,negative,"shop giao nhanh, size bị lệch, mặc không vừa, đáng tiền",2025-08-10
1198,nồi chiên,1,negative,"nhiệt không đều như mong đợi, đáng tiền",2025-10-28
1199,bàn phím,2,negative,"một vài phím bị liệt, sẽ ủng hộ tiếp",2025-08-17
1200,chuột,3,neutral,"săn sale nên thấy đúng mô tả, hiệu năng bình thường, hơi tiếc",2025-08-25
1201,sạc dự phòng,4,positive,"săn sale nên thấy dùng ổn định, rất hài lòng, đáng tiền",2025-12-25
1202,nồi chiên,2,negative,"shop giao nhanh, nhiệt không đều như mong đợi, hơi tiếc",2025-05-08
1203,bàn phím,3,neutral,"shop giao nhanh, đúng mô tả nhưng giao hơi lâu",2025-02-18
1204,áo thun,1,negative,"đóng gói cẩn thận, size bị lệch, mặc không vừa",2025-05-30
1205,giày thể thao,3,neutral,mẫu đẹp nhưng chưa thử chạy lâu,2025-07-08
1206,chuột,3,neutral,"shop giao nhanh, chưa dùng lâu nên chưa đánh giá thêm, đáng tiền",2025-04-17
1207,sạc dự phòng,4,positive,"săn sale nên thấy dùng ổn định, rất hài lòng, hơi tiếc",2025-06-25
1208,giày thể thao,4,positive,"đi êm chân, form đẹp, đáng tiền",2025-02-28
1209,giày thể thao,3,neutral,săn sale nên thấy mẫu đẹp nhưng chưa thử chạy lâu,2025-02-12
1210,sạc dự phòng,1,negative,"đóng gói cẩn thận, dung lượng không như quảng cáo, sẽ ủng hộ tiếp",2025-03-29
1211,nồi chiên,4,positive,"máy chạy êm, dễ vệ sinh",2026-01-15
1212,áo thun,4,positive,"săn sale nên thấy vải mềm, form đẹp, đáng tiền",2025-04-02
1213,bàn phím,2,negative,gõ hơi cứng và ồn,2025-11-25
1214,giày thể thao,2,negative,"đóng gói cẩn thận, size không chuẩn, hơi tiếc",2025-01-27
1215,sạc dự phòng,5,positive,"đóng gói cẩn thận, sạc nhanh, pin đúng dung lượng, sẽ ủng hộ tiếp",2025-04-13
1216,chuột,4,positive,"shop giao nhanh, cầm vừa tay, phản hồi tốt",2025-04-23
1217,chuột,3,neutral,săn sale nên thấy dùng tạm ổn trong tầm giá,2025-02-25
1218,nồi chiên,4,positive,"săn sale nên thấy dung tích lớn, rất tiện, hơi tiếc",2025-03-03
1219,bàn phím,5,positive,"gõ êm tay, led đẹp, hơi tiếc",2025-12-01
1220,tai nghe,4,positive,"âm thanh rõ, bass tốt, đáng tiền",2025-11-29
1221,sạc dự phòng,4,positive,"đóng gói cẩn thận, thiết kế đẹp, cầm chắc tay",2025-09-13
1222,chuột,2,negative,"double click sau vài ngày, khá khó chịu, đáng tiền",2025-11-20
1223,giày thể thao,4,positive,"đóng gói cẩn thận, đi êm chân, form đẹp, hơi tiếc",2025-02-04
1224,tai nghe,5,positive,"shop giao nhanh, mic thu âm rõ, gọi điện tốt",2025-10-28
1225,giày thể thao,3,neutral,"chất lượng bình thường, đáng tiền",2025-05-02
1226,giày thể thao,4,positive,"shop giao nhanh, đi êm chân, form đẹp, đáng tiền",2025-09-13
1227,tai nghe,5,positive,"mic thu âm rõ, gọi điện tốt, sẽ ủng hộ tiếp",2026-01-07
1228,sạc dự phòng,3,neutral,"đóng gói cẩn thận, dùng được, chưa thấy vấn đề, đáng tiền",2025-11-26
1229,nồi chiên,3,neutral,"shop giao nhanh, dùng ổn, cần test thêm, đáng tiền",2025-06-25
1230,bàn phím,4,positive,"shop giao nhanh, keycap chắc chắn, build ngon",2026-03-23
1231,áo thun,2,negative,"chỉ thừa nhiều, hơi thất vọng",2026-03-22
1232,áo thun,4,positive,"shop giao nhanh, màu đẹp như hình, sẽ ủng hộ tiếp",2025-03-06
1233,chuột,4,positive,"săn sale nên thấy di chuột mượt, click nhạy, rất đáng tiền, hơi tiếc",2025-06-09
1234,bàn phím,2,negative,"một vài phím bị liệt, sẽ ủng hộ tiếp",2025-06-05
1235,tai nghe,2,negative,"pin tụt nhanh, đáng tiền",2025-07-23
1236,áo thun,5,positive,"màu đẹp như hình, hơi tiếc",2026-01-25
1237,bàn phím,3,neutral,săn sale nên thấy đúng mô tả nhưng giao hơi lâu,2026-01-24
1238,tai nghe,1,negative,"săn sale nên thấy pin tụt nhanh, hơi tiếc",2025-06-06
1239,áo thun,5,positive,"shop giao nhanh, mặc thoải mái, đường may chắc, hơi tiếc",2025-04-11
1240,bàn phím,3,neutral,"đóng gói cẩn thận, dùng văn phòng khá ổn, hơi tiếc",2025-07-27
1241,áo thun,3,neutral,"đóng gói cẩn thận, đúng mô tả, chất vải bình thường",2025-02-06
1242,áo thun,3,neutral,"shop giao nhanh, không quá xuất sắc nhưng chấp nhận được, sẽ ủng hộ tiếp",2026-01-26
1243,áo thun,3,neutral,"đóng gói cẩn thận, không quá xuất sắc nhưng chấp nhận được",2025-11-30
1244,áo thun,3,neutral,"đúng mô tả, chất vải bình thường, đáng tiền",2025-11-20
1245,giày thể thao,2,negative,"săn sale nên thấy size không chuẩn, sẽ ủng hộ tiếp",2025-05-11
1246,bàn phím,1,negative,"một vài phím bị liệt, hơi tiếc",2025-07-23
1247,giày thể thao,1,negative,"shop giao nhanh, đi hơi cứng chân, hơi tiếc",2025-05-10
1248,giày thể thao,5,positive,"săn sale nên thấy nhẹ chân, đúng size",2025-02-25
1249,giày thể thao,1,negative,"shop giao nhanh, đi hơi cứng chân, hơi tiếc",2025-12-24
1250,tai nghe,4,positive,"âm thanh rõ, bass tốt",2026-02-01
1251,giày thể thao,5,positive,"săn sale nên thấy nhẹ chân, đúng size, sẽ ủng hộ tiếp",2025-04-01
1252,tai nghe,4,positive,"shop giao nhanh, đeo êm tai lâu không đau",2025-02-26
1253,áo thun,1,negative,"size bị lệch, mặc không vừa, sẽ ủng hộ tiếp",2026-02-19
1254,nồi chiên,5,positive,"dung tích lớn, rất tiện",2026-03-21
1255,giày thể thao,5,positive,"đế bám tốt, chạy thích, đáng tiền",2025-02-02
1256,tai nghe,4,positive,đeo êm tai lâu không đau,2025-02-01
1257,tai nghe,3,neutral,"shop giao nhanh, âm thanh ở mức chấp nhận được",2026-02-10
1258,chuột,5,positive,"đóng gói cẩn thận, kết nối ổn định, không bị lag",2025-08-08
1259,tai nghe,5,positive,"đóng gói cẩn thận, âm thanh rõ, bass tốt, hơi tiếc",2025-07-13
1260,sạc dự phòng,5,positive,"sạc nhanh, pin đúng dung lượng, hơi tiếc",2026-03-22
1261,giày thể thao,4,positive,"nhẹ chân, đúng size",2025-05-24
1262,giày thể thao,3,neutral,"mẫu đẹp nhưng chưa thử chạy lâu, hơi tiếc",2025-09-21
1263,áo thun,2,negative,"đóng gói cẩn thận, size bị lệch, mặc không vừa",2026-02-18
1264,giày thể thao,5,positive,"săn sale nên thấy nhẹ chân, đúng size, hơi tiếc",2026-01-14
1265,sạc dự phòng,3,neutral,"sạc ở mức bình thường, hơi tiếc",2025-05-31
1266,sạc dự phòng,4,positive,"săn sale nên thấy sạc nhanh, pin đúng dung lượng",2025-06-04
