review_id,product_category,rating,sentiment_label,review_text,date,clean_comment
1114,nồi chiên,2,negative,"nhiệt không đều như mong đợi, hơi tiếc",2025-02-28,nhiệt không đều như mong_đợi hơi tiếc
1115,tai nghe,5,positive,"săn sale nên thấy âm thanh rõ, bass tốt",2025-07-28,săn sale nên thấy âm_thanh rõ bass tốt
1116,giày thể thao,4,positive,"nhẹ chân, đúng size",2025-05-07,nhẹ chân đúng size
1117,nồi chiên,2,negative,"săn sale nên thấy nhiệt không đều như mong đợi, hơi tiếc",2025-02-12,săn sale nên thấy nhiệt không đều như mong_đợi hơi tiếc
1118,nồi chiên,1,negative,"vỏ có vết xước, sẽ ủng hộ tiếp",2026-02-05,vỏ có vết xước sẽ ủng_hộ tiếp
1119,bàn phím,2,negative,"một vài phím bị liệt, hơi tiếc",2026-03-01,một_vài phím bị liệt hơi tiếc
1120,sạc dự phòng,4,positive,"săn sale nên thấy sạc nhanh, pin đúng dung lượng, đáng tiền",2025-11-03,săn sale nên thấy sạc nhanh pin đúng dung_lượng đáng tiền
1121,tai nghe,3,neutral,"shop giao nhanh, chưa test lâu nên chưa rõ độ bền",2026-03-07,cửa_hàng giao nhanh chưa test lâu nên chưa rõ độ bền
1122,sạc dự phòng,4,positive,"thiết kế đẹp, cầm chắc tay, hơi tiếc",2025-12-24,thiết_kế đẹp cầm_chắc tay hơi tiếc
1123,chuột,3,neutral,dùng tạm ổn trong tầm giá,2026-02-15,dùng tạm ổn trong tầm giá
1124,tai nghe,3,neutral,"săn sale nên thấy chưa test lâu nên chưa rõ độ bền, đáng tiền",2025-05-06,săn sale nên thấy chưa test lâu nên chưa rõ độ bền_đáng tiền
1125,giày thể thao,3,neutral,"mẫu đẹp nhưng chưa thử chạy lâu, đáng tiền",2025-01-09,mẫu đẹp nhưng chưa thử chạy lâu_đáng tiền
1126,giày thể thao,4,positive,"đi êm chân, form đẹp, sẽ ủng hộ tiếp",2025-07-31,đi êm_chân form đẹp sẽ ủng_hộ tiếp
1127,sạc dự phòng,3,neutral,đúng mô tả nhưng chưa nổi bật,2025-10-03,đúng mô_tả nhưng chưa nổi_bật
1128,chuột,3,neutral,săn sale nên thấy chưa dùng lâu nên chưa đánh giá thêm,2025-07-03,săn sale nên thấy chưa dùng lâu nên chưa đánh_giá thêm
1129,áo thun,4,positive,"đóng gói cẩn thận, mặc thoải mái, đường may chắc, sẽ ủng hộ tiếp",2025-08-16,đóng_gói cẩn_thận mặc thoải_mái đường may chắc sẽ ủng_hộ tiếp
1130,chuột,4,positive,"shop giao nhanh, cầm vừa tay, phản hồi tốt",2026-02-22,cửa_hàng giao nhanh cầm vừa tay phản_hồi tốt
1131,sạc dự phòng,1,negative,"đóng gói cẩn thận, dung lượng không như quảng cáo",2025-05-24,đóng_gói cẩn_thận dung_lượng không như quảng_cáo
1132,áo thun,3,neutral,săn sale nên thấy mặc tạm ổn,2026-03-22,săn sale nên thấy mặc tạm ổn
1133,tai nghe,1,negative,"shop giao nhanh, đeo hơi đau tai",2025-12-11,cửa_hàng giao nhanh đeo hơi đau tai
1134,giày thể thao,1,negative,"shop giao nhanh, size không chuẩn",2025-03-07,cửa_hàng giao nhanh size không chuẩn
1135,tai nghe,3,neutral,âm thanh ở mức chấp nhận được,2025-11-11,âm_thanh ở mức chấp_nhận được
1136,tai nghe,1,negative,"pin tụt nhanh, đáng tiền",2025-08-10,pin tụt nhanh đáng tiền
1137,nồi chiên,3,neutral,"đúng mô tả, mức trung bình, hơi tiếc",2025-09-11,đúng mô_tả mức trung_bình hơi tiếc
1138,tai nghe,1,negative,"đóng gói cẩn thận, âm bị rè khi mở lớn, hơi tiếc",2025-09-30,đóng_gói cẩn_thận âm bị rè khi mở lớn hơi tiếc
1139,áo thun,5,positive,"mặc thoải mái, đường may chắc",2026-02-18,mặc thoải_mái đường may chắc
1140,chuột,3,neutral,"shop giao nhanh, dùng tạm ổn trong tầm giá, sẽ ủng hộ tiếp",2025-03-26,cửa_hàng giao nhanh dùng tạm ổn trong tầm_giá sẽ ủng_hộ tiếp
1141,tai nghe,4,positive,săn sale nên thấy đeo êm tai lâu không đau,2025-10-31,săn sale nên thấy đeo êm_tai lâu không đau
1142,nồi chiên,2,negative,"quạt hơi ồn, hơi tiếc",2025-05-03,quạt hơi ồn_hơi tiếc
1143,tai nghe,3,neutral,âm thanh ở mức chấp nhận được,2025-08-13,âm_thanh ở mức chấp_nhận được
1144,nồi chiên,5,positive,"nướng nhanh, chín đều",2025-07-13,nướng nhanh chín đều
1145,tai nghe,3,neutral,săn sale nên thấy âm thanh ở mức chấp nhận được,2025-06-04,săn sale nên thấy âm_thanh ở mức chấp_nhận được
1146,sạc dự phòng,1,negative,máy hơi nóng khi sạc,2025-01-27,máy hơi nóng khi sạc
1147,tai nghe,3,neutral,"săn sale nên thấy chưa test lâu nên chưa rõ độ bền, sẽ ủng hộ tiếp",2026-03-19,săn sale nên thấy chưa test lâu nên chưa rõ độ bền sẽ ủng_hộ tiếp
1148,sạc dự phòng,3,neutral,"săn sale nên thấy sạc ở mức bình thường, hơi tiếc",2026-03-27,săn sale nên thấy sạc ở mức bình_thường hơi tiếc
1149,sạc dự phòng,1,negative,"dung lượng không như quảng cáo, đáng tiền",2025-10-28,dung_lượng không như quảng_cáo đáng tiền
1150,bàn phím,4,positive,"shop giao nhanh, keycap chắc chắn, build ngon",2025-03-06,cửa_hàng giao nhanh keycap chắc_chắn build ngon
1151,giày thể thao,2,negative,"đi hơi cứng chân, hơi tiếc",2025-04-06,đi hơi cứng chân hơi tiếc
1152,bàn phím,4,positive,"đóng gói cẩn thận, gõ êm tay, led đẹp",2025-08-12,đóng_gói cẩn_thận gõ êm_tay led đẹp
1153,sạc dự phòng,3,neutral,"đúng mô tả nhưng chưa nổi bật, sẽ ủng hộ tiếp",2025-03-17,đúng mô_tả nhưng chưa nổi_bật sẽ ủng_hộ tiếp
1154,áo thun,5,positive,"mặc thoải mái, đường may chắc",2025-10-28,mặc thoải_mái đường may chắc
1155,giày thể thao,1,negative,size không chuẩn,2025-08-05,size không chuẩn
1156,tai nghe,4,positive,"đóng gói cẩn thận, âm thanh rõ, bass tốt, sẽ ủng hộ tiếp",2025-12-08,đóng_gói cẩn_thận âm_thanh rõ bass tốt sẽ ủng_hộ tiếp
1157,áo thun,2,negative,"chỉ thừa nhiều, hơi thất vọng, đáng tiền",2025-11-12,chỉ thừa nhiều hơi thất_vọng đáng tiền
1158,tai nghe,4,positive,"đeo êm tai lâu không đau, hơi tiếc",2025-04-23,đeo êm_tai lâu không đau hơi tiếc
1159,chuột,2,negative,"shop giao nhanh, pin yếu hơn mô tả, hơi tiếc",2026-01-12,cửa_hàng giao nhanh pin_yếu hơn mô_tả hơi tiếc
1160,nồi chiên,3,neutral,"săn sale nên thấy dùng ổn, cần test thêm, sẽ ủng hộ tiếp",2026-02-27,săn sale nên thấy dùng ổn cần test thêm sẽ ủng_hộ tiếp
1161,chuột,4,positive,"di chuột mượt, click nhạy, rất đáng tiền",2025-03-14,di_chuột mượt click_nhạy rất đáng tiền
1162,tai nghe,5,positive,"shop giao nhanh, âm thanh rõ, bass tốt, sẽ ủng hộ tiếp",2025-05-26,cửa_hàng giao nhanh âm_thanh rõ bass tốt sẽ ủng_hộ tiếp
1163,bàn phím,5,positive,"switch phản hồi tốt, rất thích, sẽ ủng hộ tiếp",2025-04-02,switch phản_hồi tốt rất thích sẽ ủng_hộ tiếp
1164,bàn phím,5,positive,"shop giao nhanh, gõ êm tay, led đẹp, hơi tiếc",2025-12-02,cửa_hàng giao nhanh gõ êm_tay led đẹp hơi tiếc
1165,nồi chiên,3,neutral,"săn sale nên thấy nấu được nhưng không quá nhanh, sẽ ủng hộ tiếp",2025-07-09,săn sale nên thấy nấu được nhưng không quá nhanh sẽ ủng_hộ tiếp
1166,nồi chiên,4,positive,"dung tích lớn, rất tiện",2025-03-15,dung_tích lớn rất tiện
1167,bàn phím,3,neutral,"đóng gói cẩn thận, dùng văn phòng khá ổn, đáng tiền",2025-11-03,đóng_gói cẩn_thận dùng văn_phòng khá ổn_đáng tiền
1168,áo thun,3,neutral,"không quá xuất sắc nhưng chấp nhận được, sẽ ủng hộ tiếp",2026-03-14,không quá xuất_sắc nhưng chấp_nhận được sẽ ủng_hộ tiếp
1169,sạc dự phòng,4,positive,"sạc nhanh, pin đúng dung lượng, đáng tiền",2026-03-23,sạc nhanh pin đúng dung_lượng đáng tiền
1170,bàn phím,3,neutral,"dùng văn phòng khá ổn, hơi tiếc",2026-02-09,dùng văn_phòng khá ổn_hơi tiếc
1171,giày thể thao,2,negative,"size không chuẩn, đáng tiền",2025-09-13,size không chuẩn đáng tiền
1172,sạc dự phòng,5,positive,"săn sale nên thấy dùng ổn định, rất hài lòng, hơi tiếc",2025-08-31,săn sale nên thấy dùng ổn_định rất hài_lòng hơi tiếc
1173,tai nghe,1,negative,"shop giao nhanh, âm bị rè khi mở lớn, hơi tiếc",2026-03-18,cửa_hàng giao nhanh_âm bị rè khi mở lớn hơi tiếc
1174,bàn phím,5,positive,"switch phản hồi tốt, rất thích, sẽ ủng hộ tiếp",2026-03-08,switch phản_hồi tốt rất thích sẽ ủng_hộ tiếp
1175,tai nghe,4,positive,"đóng gói cẩn thận, âm thanh rõ, bass tốt, hơi tiếc",2025-09-23,đóng_gói cẩn_thận âm_thanh rõ bass tốt hơi tiếc
1176,tai nghe,4,positive,"mic thu âm rõ, gọi điện tốt, đáng tiền",2025-08-07,mic thu_âm rõ gọi điện tốt đáng tiền
1177,áo thun,5,positive,"đóng gói cẩn thận, mặc thoải mái, đường may chắc, đáng tiền",2025-07-15,đóng_gói cẩn_thận mặc thoải_mái đường may chắc đáng tiền
1178,chuột,4,positive,"đóng gói cẩn thận, di chuột mượt, click nhạy, rất đáng tiền",2025-05-31,đóng_gói cẩn_thận di_chuột mượt click_nhạy rất đáng tiền
1179,nồi chiên,2,negative,quạt hơi ồn,2025-02-06,quạt hơi ồn
1180,tai nghe,4,positive,"đóng gói cẩn thận, âm thanh rõ, bass tốt, đáng tiền",2025-06-04,đóng_gói cẩn_thận âm_thanh rõ bass tốt đáng tiền
1181,giày thể thao,3,neutral,"chất lượng bình thường, sẽ ủng hộ tiếp",2026-03-14,chất_lượng bình_thường sẽ ủng_hộ tiếp
1182,nồi chiên,1,negative,"đóng gói cẩn thận, vỏ có vết xước, đáng tiền",2026-02-05,đóng_gói cẩn_thận vỏ có vết xước đáng tiền
1183,áo thun,3,neutral,"không quá xuất sắc nhưng chấp nhận được, sẽ ủng hộ tiếp",2026-03-20,không quá xuất_sắc nhưng chấp_nhận được sẽ ủng_hộ tiếp
1184,áo thun,4,positive,"vải mềm, form đẹp",2026-02-07,vải mềm form đẹp
1185,sạc dự phòng,3,neutral,"đóng gói cẩn thận, dùng được, chưa thấy vấn đề, sẽ ủng hộ tiếp",2025-08-08,đóng_gói cẩn_thận dùng được chưa thấy vấn_đề sẽ ủng_hộ tiếp
1186,nồi chiên,3,neutral,săn sale nên thấy nấu được nhưng không quá nhanh,2025-01-16,săn sale nên thấy nấu được nhưng không quá nhanh
1187,tai nghe,4,positive,"mic thu âm rõ, gọi điện tốt, hơi tiếc",2026-02-19,mic thu_âm rõ gọi điện tốt hơi tiếc
1188,giày thể thao,3,neutral,"săn sale nên thấy mẫu đẹp nhưng chưa thử chạy lâu, hơi tiếc",2026-01-26,săn sale nên thấy mẫu đẹp nhưng chưa thử chạy lâu_hơi tiếc
1189,nồi chiên,2,negative,nhiệt không đều như mong đợi,2026-02-07,nhiệt không đều như mong_đợi
1190,chuột,3,neutral,"đúng mô tả, hiệu năng bình thường",2025-10-21,đúng mô_tả hiệu_năng bình_thường
1191,nồi chiên,5,positive,"máy chạy êm, dễ vệ sinh",2025-07-17,máy chạy êm_dễ vệ_sinh
1192,bàn phím,5,positive,"đóng gói cẩn thận, keycap chắc chắn, build ngon",2025-03-29,đóng_gói cẩn_thận keycap chắc_chắn build ngon
1193,chuột,1,negative,"kết nối chập chờn, dùng bực mình, sẽ ủng hộ tiếp",2025-04-12,kết_nối chập_chờn dùng bực_mình sẽ ủng_hộ tiếp
1194,chuột,3,neutral,"shop giao nhanh, dùng tạm ổn trong tầm giá, đáng tiền",2025-12-04,cửa_hàng giao nhanh dùng tạm ổn trong tầm_giá đáng tiền
1195,sạc dự phòng,4,positive,"dùng ổn định, rất hài lòng, sẽ ủng hộ tiếp",2025-06-17,dùng ổn_định rất hài_lòng sẽ ủng_hộ tiếp
1196,nồi chiên,3,neutral,"shop giao nhanh, dùng ổn, cần test thêm",2025-08-03,cửa_hàng giao nhanh dùng ổn cần test thêm
1197,áo thun,1,negative,"shop giao nhanh, size bị lệch, mặc không vừa, đáng tiền",2025-08-10,cửa_hàng giao nhanh size bị lệch mặc không vừa đáng tiền
1198,nồi chiên,1,negative,"nhiệt không đều như mong đợi, đáng tiền",2025-10-28,nhiệt không đều như mong_đợi đáng tiền
1199,bàn phím,2,negative,"một vài phím bị liệt, sẽ ủng hộ tiếp",2025-08-17,một_vài phím bị liệt sẽ ủng_hộ tiếp
1200,chuột,3,neutral,"săn sale nên thấy đúng mô tả, hiệu năng bình thường, hơi tiếc",2025-08-25,săn sale nên thấy đúng mô_tả hiệu_năng bình_thường hơi tiếc
1201,sạc dự phòng,4,positive,"săn sale nên thấy dùng ổn định, rất hài lòng, đáng tiền",2025-12-25,săn sale nên thấy dùng ổn_định rất hài_lòng đáng tiền
1202,nồi chiên,2,negative,"shop giao nhanh, nhiệt không đều như mong đợi, hơi tiếc",2025-05-08,cửa_hàng giao nhanh_nhiệt không đều như mong_đợi hơi tiếc
1203,bàn phím,3,neutral,"shop giao nhanh, đúng mô tả nhưng giao hơi lâu",2025-02-18,cửa_hàng giao nhanh đúng mô_tả nhưng giao_hơi lâu
1204,áo thun,1,negative,"đóng gói cẩn thận, size bị lệch, mặc không vừa",2025-05-30,đóng_gói cẩn_thận size bị lệch mặc không vừa
1205,giày thể thao,3,neutral,mẫu đẹp nhưng chưa thử chạy lâu,2025-07-08,mẫu đẹp nhưng chưa thử chạy lâu
1206,chuột,3,neutral,"shop giao nhanh, chưa dùng lâu nên chưa đánh giá thêm, đáng tiền",2025-04-17,cửa_hàng giao nhanh chưa dùng lâu nên chưa đánh_giá thêm đáng tiền
1207,sạc dự phòng,4,positive,"săn sale nên thấy dùng ổn định, rất hài lòng, hơi tiếc",2025-06-25,săn sale nên thấy dùng ổn_định rất hài_lòng hơi tiếc
1208,giày thể thao,4,positive,"đi êm chân, form đẹp, đáng tiền",2025-02-28,đi êm_chân form đẹp đáng tiền
1209,giày thể thao,3,neutral,săn sale nên thấy mẫu đẹp nhưng chưa thử chạy lâu,2025-02-12,săn sale nên thấy mẫu đẹp nhưng chưa thử chạy lâu
1210,sạc dự phòng,1,negative,"đóng gói cẩn thận, dung lượng không như quảng cáo, sẽ ủng hộ tiếp",2025-03-29,đóng_gói cẩn_thận dung_lượng không như quảng_cáo sẽ ủng_hộ tiếp
1211,nồi chiên,4,positive,"máy chạy êm, dễ vệ sinh",2026-01-15,máy chạy êm_dễ vệ_sinh
1212,áo thun,4,positive,"săn sale nên thấy vải mềm, form đẹp, đáng tiền",2025-04-02,săn sale nên thấy vải mềm form_đẹp đáng tiền
1213,bàn phím,2,negative,gõ hơi cứng và ồn,2025-11-25,gõ hơi cứng và ồn
1214,giày thể thao,2,negative,"đóng gói cẩn thận, size không chuẩn, hơi tiếc",2025-01-27,đóng_gói cẩn_thận size không chuẩn hơi tiếc
1215,sạc dự phòng,5,positive,"đóng gói cẩn thận, sạc nhanh, pin đúng dung lượng, sẽ ủng hộ tiếp",2025-04-13,đóng_gói cẩn_thận sạc nhanh pin đúng dung_lượng sẽ ủng_hộ tiếp
1216,chuột,4,positive,"shop giao nhanh, cầm vừa tay, phản hồi tốt",2025-04-23,cửa_hàng giao nhanh cầm vừa tay phản_hồi tốt
1217,chuột,3,neutral,săn sale nên thấy dùng tạm ổn trong tầm giá,2025-02-25,săn sale nên thấy dùng tạm ổn trong tầm giá
1218,nồi chiên,4,positive,"săn sale nên thấy dung tích lớn, rất tiện, hơi tiếc",2025-03-03,săn sale nên thấy dung_tích lớn rất tiện hơi tiếc
1219,bàn phím,5,positive,"gõ êm tay, led đẹp, hơi tiếc",2025-12-01,gõ êm_tay led đẹp hơi tiếc
1220,tai nghe,4,positive,"âm thanh rõ, bass tốt, đáng tiền",2025-11-29,âm_thanh rõ bass tốt đáng tiền
1221,sạc dự phòng,4,positive,"đóng gói cẩn thận, thiết kế đẹp, cầm chắc tay",2025-09-13,đóng_gói cẩn_thận thiết_kế đẹp cầm_chắc tay
1222,chuột,2,negative,"double click sau vài ngày, khá khó chịu, đáng tiền",2025-11-20,double click sau vài ngày khá khó_chịu đáng tiền
1223,giày thể thao,4,positive,"đóng gói cẩn thận, đi êm chân, form đẹp, hơi tiếc",2025-02-04,đóng_gói cẩn_thận đi êm_chân form đẹp hơi tiếc
1224,tai nghe,5,positive,"shop giao nhanh, mic thu âm rõ, gọi điện tốt",2025-10-28,cửa_hàng giao nhanh mic thu_âm rõ gọi điện tốt
1225,giày thể thao,3,neutral,"chất lượng bình thường, đáng tiền",2025-05-02,chất_lượng bình_thường đáng tiền
1226,giày thể thao,4,positive,"shop giao nhanh, đi êm chân, form đẹp, đáng tiền",2025-09-13,cửa_hàng giao nhanh đi êm_chân form đẹp đáng tiền
1227,tai nghe,5,positive,"mic thu âm rõ, gọi điện tốt, sẽ ủng hộ tiếp",2026-01-07,mic thu_âm rõ gọi điện tốt sẽ ủng_hộ tiếp
1228,sạc dự phòng,3,neutral,"đóng gói cẩn thận, dùng được, chưa thấy vấn đề, đáng tiền",2025-11-26,đóng_gói cẩn_thận dùng được chưa thấy vấn_đề đáng tiền
1229,nồi chiên,3,neutral,"shop giao nhanh, dùng ổn, cần test thêm, đáng tiền",2025-06-25,cửa_hàng giao nhanh dùng ổn cần test thêm đáng tiền
1230,bàn phím,4,positive,"shop giao nhanh, keycap chắc chắn, build ngon",2026-03-23,cửa_hàng giao nhanh keycap chắc_chắn build ngon
1231,áo thun,2,negative,"chỉ thừa nhiều, hơi thất vọng",2026-03-22,chỉ thừa nhiều hơi thất_vọng
1232,áo thun,4,positive,"shop giao nhanh, màu đẹp như hình, sẽ ủng hộ tiếp",2025-03-06,cửa_hàng giao nhanh màu đẹp như hình sẽ ủng_hộ tiếp
1233,chuột,4,positive,"săn sale nên thấy di chuột mượt, click nhạy, rất đáng tiền, hơi tiếc",2025-06-09,săn sale nên thấy di_chuột mượt click_nhạy rất đáng tiền hơi tiếc
1234,bàn phím,2,negative,"một vài phím bị liệt, sẽ ủng hộ tiếp",2025-06-05,một_vài phím bị liệt sẽ ủng_hộ tiếp
1235,tai nghe,2,negative,"pin tụt nhanh, đáng tiền",2025-07-23,pin tụt nhanh đáng tiền
1236,áo thun,5,positive,"màu đẹp như hình, hơi tiếc",2026-01-25,màu đẹp như hình_hơi tiếc
1237,bàn phím,3,neutral,săn sale nên thấy đúng mô tả nhưng giao hơi lâu,2026-01-24,săn sale nên thấy đúng mô_tả nhưng giao_hơi lâu
1238,tai nghe,1,negative,"săn sale nên thấy pin tụt nhanh, hơi tiếc",2025-06-06,săn sale nên thấy pin tụt nhanh hơi tiếc
1239,áo thun,5,positive,"shop giao nhanh, mặc thoải mái, đường may chắc, hơi tiếc",2025-04-11,cửa_hàng giao nhanh mặc thoải_mái đường may chắc hơi tiếc
1240,bàn phím,3,neutral,"đóng gói cẩn thận, dùng văn phòng khá ổn, hơi tiếc",2025-07-27,đóng_gói cẩn_thận dùng văn_phòng khá ổn_hơi tiếc
1241,áo thun,3,neutral,"đóng gói cẩn thận, đúng mô tả, chất vải bình thường",2025-02-06,đóng_gói cẩn_thận đúng mô_tả chất vải bình_thường
1242,áo thun,3,neutral,"shop giao nhanh, không quá xuất sắc nhưng chấp nhận được, sẽ ủng hộ tiếp",2026-01-26,cửa_hàng giao nhanh không quá xuất_sắc nhưng chấp_nhận được sẽ ủng_hộ tiếp
1243,áo thun,3,neutral,"đóng gói cẩn thận, không quá xuất sắc nhưng chấp nhận được",2025-11-30,đóng_gói cẩn_thận không quá xuất_sắc nhưng chấp_nhận được
1244,áo thun,3,neutral,"đúng mô tả, chất vải bình thường, đáng tiền",2025-11-20,đúng mô_tả chất vải bình_thường đáng tiền
1245,giày thể thao,2,negative,"săn sale nên thấy size không chuẩn, sẽ ủng hộ tiếp",2025-05-11,săn sale nên thấy size không chuẩn sẽ ủng_hộ tiếp
1246,bàn phím,1,negative,"một vài phím bị liệt, hơi tiếc",2025-07-23,một_vài phím bị liệt hơi tiếc
1247,giày thể thao,1,negative,"shop giao nhanh, đi hơi cứng chân, hơi tiếc",2025-05-10,cửa_hàng giao nhanh đi hơi cứng chân hơi tiếc
1248,giày thể thao,5,positive,"săn sale nên thấy nhẹ chân, đúng size",2025-02-25,săn sale nên thấy nhẹ chân đúng size
1249,giày thể thao,1,negative,"shop giao nhanh, đi hơi cứng chân, hơi tiếc",2025-12-24,cửa_hàng giao nhanh đi hơi cứng chân hơi tiếc
1250,tai nghe,4,positive,"âm thanh rõ, bass tốt",2026-02-01,âm_thanh rõ bass tốt
1251,giày thể thao,5,positive,"săn sale nên thấy nhẹ chân, đúng size, sẽ ủng hộ tiếp",2025-04-01,săn sale nên thấy nhẹ chân đúng size sẽ ủng_hộ tiếp
1252,tai nghe,4,positive,"shop giao nhanh, đeo êm tai lâu không đau",2025-02-26,cửa_hàng giao nhanh đeo êm_tai lâu không đau
1253,áo thun,1,negative,"size bị lệch, mặc không vừa, sẽ ủng hộ tiếp",2026-02-19,size bị lệch mặc không vừa sẽ ủng_hộ tiếp
1254,nồi chiên,5,positive,"dung tích lớn, rất tiện",2026-03-21,dung_tích lớn rất tiện
1255,giày thể thao,5,positive,"đế bám tốt, chạy thích, đáng tiền",2025-02-02,đế bám tốt chạy thích_đáng tiền
1256,tai nghe,4,positive,đeo êm tai lâu không đau,2025-02-01,đeo êm_tai lâu không đau
1257,tai nghe,3,neutral,"shop giao nhanh, âm thanh ở mức chấp nhận được",2026-02-10,cửa_hàng giao nhanh âm_thanh ở mức chấp_nhận được
1258,chuột,5,positive,"đóng gói cẩn thận, kết nối ổn định, không bị lag",2025-08-08,đóng_gói cẩn_thận kết_nối ổn_định không bị lag
1259,tai nghe,5,positive,"đóng gói cẩn thận, âm thanh rõ, bass tốt, hơi tiếc",2025-07-13,đóng_gói cẩn_thận âm_thanh rõ bass tốt hơi tiếc
1260,sạc dự phòng,5,positive,"sạc nhanh, pin đúng dung lượng, hơi tiếc",2026-03-22,sạc nhanh pin đúng dung_lượng hơi tiếc
1261,giày thể thao,4,positive,"nhẹ chân, đúng size",2025-05-24,nhẹ chân đúng size
1262,giày thể thao,3,neutral,"mẫu đẹp nhưng chưa thử chạy lâu, hơi tiếc",2025-09-21,mẫu đẹp nhưng chưa thử chạy lâu_hơi tiếc
1263,áo thun,2,negative,"đóng gói cẩn thận, size bị lệch, mặc không vừa",2026-02-18,đóng_gói cẩn_thận size bị lệch mặc không vừa
1264,giày thể thao,5,positive,"săn sale nên thấy nhẹ chân, đúng size, hơi tiếc",2026-01-14,săn sale nên thấy nhẹ chân đúng size hơi tiếc
1265,sạc dự phòng,3,neutral,"sạc ở mức bình thường, hơi tiếc",2025-05-31,sạc ở mức bình_thường hơi tiếc
1266,sạc dự phòng,4,positive,"săn sale nên thấy sạc nhanh, pin đúng dung lượng",2025-06-04,săn sale nên thấy sạc nhanh pin đúng dung_lượng
1267,nồi chiên,1,negative,"vỏ có vết xước, hơi tiếc",2025-12-06,vỏ có vết xước hơi tiếc
1268,sạc dự phòng,4,positive,"dùng ổn định, rất hài lòng",2025-08-11,dùng ổn_định rất hài_lòng
1269,giày thể thao,5,positive,"shop giao nhanh, đế bám tốt, chạy thích, đáng tiền",2025-12-07,cửa_hàng giao nhanh_đế bám tốt chạy thích_đáng tiền
1270,áo thun,3,neutral,săn sale nên thấy không quá xuất sắc nhưng chấp nhận được,2026-02-12,săn sale nên thấy không quá xuất_sắc nhưng chấp_nhận được
1271,giày thể thao,4,positive,"đóng gói cẩn thận, nhẹ chân, đúng size, hơi tiếc",2026-01-03,đóng_gói cẩn_thận nhẹ chân đúng size hơi tiếc
1272,giày thể thao,2,negative,"shop giao nhanh, keo dán chưa chắc, đáng tiền",2025-03-01,cửa_hàng giao nhanh keo dán chưa chắc đáng tiền
1273,tai nghe,4,positive,"mic thu âm rõ, gọi điện tốt, sẽ ủng hộ tiếp",2026-01-17,mic thu_âm rõ gọi điện tốt sẽ ủng_hộ tiếp
1274,chuột,2,negative,"kết nối chập chờn, dùng bực mình",2025-06-09,kết_nối chập_chờn dùng bực_mình
1275,chuột,2,negative,"đóng gói cẩn thận, kết nối chập chờn, dùng bực mình, đáng tiền",2026-02-13,đóng_gói cẩn_thận kết_nối chập_chờn dùng bực_mình đáng tiền
1276,giày thể thao,3,neutral,"săn sale nên thấy đi ổn, đúng giá tiền",2025-10-03,săn sale nên thấy đi ổn đúng giá tiền
1277,nồi chiên,4,positive,"săn sale nên thấy nướng nhanh, chín đều, hơi tiếc",2025-03-17,săn sale nên thấy nướng nhanh chín đều hơi tiếc
1278,sạc dự phòng,4,positive,"thiết kế đẹp, cầm chắc tay",2025-05-21,thiết_kế đẹp cầm_chắc tay
1279,nồi chiên,1,negative,"đóng gói cẩn thận, vỏ có vết xước, hơi tiếc",2025-01-31,đóng_gói cẩn_thận vỏ có vết xước hơi tiếc
1280,nồi chiên,4,positive,"dung tích lớn, rất tiện, sẽ ủng hộ tiếp",2026-03-15,dung_tích lớn rất tiện sẽ ủng_hộ tiếp
1281,áo thun,1,negative,"size bị lệch, mặc không vừa, hơi tiếc",2025-06-22,size bị lệch mặc không vừa hơi tiếc
1282,áo thun,2,negative,vải mỏng hơn mong đợi,2026-01-08,vải mỏng hơn mong_đợi
1283,tai nghe,4,positive,"shop giao nhanh, âm thanh rõ, bass tốt, đáng tiền",2026-01-21,cửa_hàng giao nhanh âm_thanh rõ bass tốt đáng tiền
1284,nồi chiên,2,negative,"shop giao nhanh, vỏ có vết xước",2025-03-12,cửa_hàng giao nhanh vỏ có vết xước
1285,áo thun,1,negative,"shop giao nhanh, size bị lệch, mặc không vừa, sẽ ủng hộ tiếp",2026-01-12,cửa_hàng giao nhanh size bị lệch mặc không vừa sẽ ủng_hộ tiếp
1286,giày thể thao,4,positive,"săn sale nên thấy đế bám tốt, chạy thích, sẽ ủng hộ tiếp",2025-01-29,săn sale nên thấy đế bám tốt chạy thích sẽ ủng_hộ tiếp
1287,chuột,5,positive,"di chuột mượt, click nhạy, rất đáng tiền",2025-11-29,di_chuột mượt click_nhạy rất đáng tiền
1288,tai nghe,2,negative,âm bị rè khi mở lớn,2025-05-04,âm bị rè khi mở lớn
1289,áo thun,4,positive,"màu đẹp như hình, hơi tiếc",2026-03-19,màu đẹp như hình_hơi tiếc
1290,nồi chiên,2,negative,vỏ có vết xước,2025-03-01,vỏ có vết xước
1291,chuột,4,positive,"đóng gói cẩn thận, kết nối ổn định, không bị lag",2026-02-11,đóng_gói cẩn_thận kết_nối ổn_định không bị lag
1292,sạc dự phòng,5,positive,"thiết kế đẹp, cầm chắc tay, sẽ ủng hộ tiếp",2025-02-20,thiết_kế đẹp cầm chắc tay sẽ ủng_hộ tiếp
1293,tai nghe,4,positive,"mic thu âm rõ, gọi điện tốt, hơi tiếc",2025-10-12,mic thu_âm rõ gọi điện tốt hơi tiếc
1294,nồi chiên,1,negative,nhiệt không đều như mong đợi,2026-01-01,nhiệt không đều như mong_đợi
